from,to,constraint
pb.isg_naive_cd8_t_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.isg_naive_cd8_t_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.isg_naive_cd8_t_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.isg_naive_cd8_t_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.klrb1_memory_cd4_treg_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.klrb1_memory_cd4_treg_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.klrb1_memory_cd4_treg_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.klrb1_memory_cd4_treg_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.klrb1_memory_cd4_treg_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.klrb1_memory_cd4_treg_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.klrb1_memory_cd8_treg_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.klrb1_memory_cd8_treg_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.klrb1_memory_cd8_treg_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.klrb1_memory_cd8_treg_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.klrb1_memory_cd8_treg_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.klrb1_memory_cd8_treg_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.klrf1_effector_vd1_gdt_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.klrf1_effector_vd1_gdt_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.klrf1_effector_vd1_gdt_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.klrf1_effector_vd1_gdt_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.klrf1_effector_vd1_gdt_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.klrf1_effector_vd1_gdt_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.klrf1_gzmb_cd27_em_cd8_t_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.klrf1_gzmb_cd27_em_cd8_t_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.klrf1_gzmb_cd27_em_cd8_t_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.klrf1_gzmb_cd27_em_cd8_t_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.klrf1_gzmb_cd27_em_cd8_t_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.klrf1_gzmb_cd27_em_cd8_t_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.klrf1_gzmb_cd27_memory_cd4_t_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.klrf1_gzmb_cd27_memory_cd4_t_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.klrf1_gzmb_cd27_memory_cd4_t_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.klrf1_gzmb_cd27_memory_cd4_t_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.klrf1_gzmb_cd27_memory_cd4_t_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.klrf1_gzmb_cd27_memory_cd4_t_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.memory_cd4_treg_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.memory_cd4_treg_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.memory_cd4_treg_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.memory_cd4_treg_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.memory_cd4_treg_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.memory_cd4_treg_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.memory_cd8_treg_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.memory_cd8_treg_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.memory_cd8_treg_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.memory_cd8_treg_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.memory_cd8_treg_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.memory_cd8_treg_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.naive_cd4_treg_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.naive_cd4_treg_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.naive_cd4_treg_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.naive_cd4_treg_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.naive_cd4_treg_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.naive_cd4_treg_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.naive_vd1_gdt_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.naive_vd1_gdt_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.naive_vd1_gdt_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.naive_vd1_gdt_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.naive_vd1_gdt_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.naive_vd1_gdt_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.pdc_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.pdc_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.pdc_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.pdc_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.pdc_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.pdc_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.plasma_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.plasma_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.plasma_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.plasma_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.plasma_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.plasma_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.platelet_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.platelet_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.platelet_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.platelet_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.platelet_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.platelet_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.proliferating_nk_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.proliferating_nk_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.proliferating_nk_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.proliferating_nk_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.proliferating_nk_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.proliferating_nk_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.proliferating_t_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.proliferating_t_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.proliferating_t_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.proliferating_t_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.proliferating_t_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.proliferating_t_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.sox4_naive_cd4_t_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.sox4_naive_cd4_t_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.sox4_naive_cd4_t_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.sox4_naive_cd4_t_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.sox4_naive_cd4_t_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.sox4_naive_cd4_t_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.sox4_naive_cd8_t_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.sox4_naive_cd8_t_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.sox4_naive_cd8_t_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.sox4_naive_cd8_t_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.sox4_naive_cd8_t_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.sox4_naive_cd8_t_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.sox4_vd1_gdt_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.sox4_vd1_gdt_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.sox4_vd1_gdt_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.sox4_vd1_gdt_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.sox4_vd1_gdt_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.sox4_vd1_gdt_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.transitional_b_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.transitional_b_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.transitional_b_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.transitional_b_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.transitional_b_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.transitional_b_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
pb.type_2_polarized_memory_b_cell_ifn_alpha,cmv.igg_serology_interpretation,blacklist
pb.type_2_polarized_memory_b_cell_ifn_gamma,cmv.igg_serology_interpretation,blacklist
pb.type_2_polarized_memory_b_cell_il2_stat5,cmv.igg_serology_interpretation,blacklist
pb.type_2_polarized_memory_b_cell_il6_jak_stat3,cmv.igg_serology_interpretation,blacklist
pb.type_2_polarized_memory_b_cell_inflammatory,cmv.igg_serology_interpretation,blacklist
pb.type_2_polarized_memory_b_cell_tnfa_nfkb,cmv.igg_serology_interpretation,blacklist
wb.adipogenesis,cmv.igg_serology_interpretation,blacklist
wb.allograft_rejection,cmv.igg_serology_interpretation,blacklist
wb.androgen_response,cmv.igg_serology_interpretation,blacklist
wb.angiogenesis,cmv.igg_serology_interpretation,blacklist
wb.apical_junction,cmv.igg_serology_interpretation,blacklist
wb.apical_surface,cmv.igg_serology_interpretation,blacklist
wb.apoptosis,cmv.igg_serology_interpretation,blacklist
wb.bile_acid_metabolism,cmv.igg_serology_interpretation,blacklist
wb.cholesterol_homeostasis,cmv.igg_serology_interpretation,blacklist
wb.coagulation,cmv.igg_serology_interpretation,blacklist
wb.complement,cmv.igg_serology_interpretation,blacklist
wb.dna_repair,cmv.igg_serology_interpretation,blacklist
wb.e2f_targets,cmv.igg_serology_interpretation,blacklist
wb.epithelial_mesenchymal_transition,cmv.igg_serology_interpretation,blacklist
wb.estrogen_response_early,cmv.igg_serology_interpretation,blacklist
wb.estrogen_response_late,cmv.igg_serology_interpretation,blacklist
wb.fatty_acid_metabolism,cmv.igg_serology_interpretation,blacklist
wb.g2_m_checkpoint,cmv.igg_serology_interpretation,blacklist
wb.glycolysis,cmv.igg_serology_interpretation,blacklist
wb.hedgehog_signaling,cmv.igg_serology_interpretation,blacklist
wb.heme_metabolism,cmv.igg_serology_interpretation,blacklist
wb.hypoxia,cmv.igg_serology_interpretation,blacklist
wb.il_2_stat5_signaling,cmv.igg_serology_interpretation,blacklist
wb.il_6_jak_stat3_signaling,cmv.igg_serology_interpretation,blacklist
wb.inflammatory_response,cmv.igg_serology_interpretation,blacklist
wb.interferon_alpha_response,cmv.igg_serology_interpretation,blacklist
wb.interferon_gamma_response,cmv.igg_serology_interpretation,blacklist
wb.kras_signaling_dn,cmv.igg_serology_interpretation,blacklist
wb.kras_signaling_up,cmv.igg_serology_interpretation,blacklist
wb.mitotic_spindle,cmv.igg_serology_interpretation,blacklist
wb.mtorc1_signaling,cmv.igg_serology_interpretation,blacklist
wb.myc_targets_v1,cmv.igg_serology_interpretation,blacklist
wb.myc_targets_v2,cmv.igg_serology_interpretation,blacklist
wb.myogenesis,cmv.igg_serology_interpretation,blacklist
wb.notch_signaling,cmv.igg_serology_interpretation,blacklist
wb.oxidative_phosphorylation,cmv.igg_serology_interpretation,blacklist
wb.p53_pathway,cmv.igg_serology_interpretation,blacklist
wb.pancreas_beta_cells,cmv.igg_serology_interpretation,blacklist
wb.pi3k_akt_mtor_signaling,cmv.igg_serology_interpretation,blacklist
wb.pperoxisome,cmv.igg_serology_interpretation,blacklist
wb.protein_secretion,cmv.igg_serology_interpretation,blacklist
wb.reactive_oxygen_species_pathway,cmv.igg_serology_interpretation,blacklist
wb.spermatogenesis,cmv.igg_serology_interpretation,blacklist
wb.tgf_beta_signaling,cmv.igg_serology_interpretation,blacklist
wb.tnf_alpha_signaling_via_nf_kb,cmv.igg_serology_interpretation,blacklist
wb.unfolded_protein_response,cmv.igg_serology_interpretation,blacklist
wb.uv_response_dn,cmv.igg_serology_interpretation,blacklist
wb.uv_response_up,cmv.igg_serology_interpretation,blacklist
wb.wnt_beta_catenin_signaling,cmv.igg_serology_interpretation,blacklist
wb.xenobiotic_metabolism,cmv.igg_serology_interpretation,blacklist
subject.ageGroup,cmv.igg_serology_interpretation,blacklist
subject.biologicalSex,cmv.igg_serology_interpretation,blacklist
